db_id,tier,hinglish_input,golden_sql,generated_sql,execution_match,status
world_1,hinglish_natural,Jaise Europe mein kaun kaun si desh hai jo sabse bhi bada area ka desh hain?,"SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  ""Europe"")",SELECT Name FROM country WHERE SurfaceArea = ( SELECT MAX(SurfaceArea) FROM country ),False,SUCCESS
world_1,hinglish_hindi_heavy,Kya koi desh Europe mein hai jo ki uski saari desh ki area se bhi zyada hain?,"SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  ""Europe"")",SELECT Name FROM city WHERE CountryCode IN (SELECT Code FROM country WHERE Continent = 'Europe') AND Population > (SELECT SUM(Population) FROM city WHERE CountryCode IN (SELECT Code FROM country WHERE Continent = 'Europe')),False,SUCCESS
world_1,hinglish_light,Which language is spoken by the largest number of countries?,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,SELECT Language FROM countrylanguage GROUP BY Language ORDER BY COUNT(*) DESC LIMIT 1,True,CLEAN
world_1,hinglish_natural,Jisme sabse zyada shabaahon ne boliya hai vo kya hai?,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,SELECT Name FROM city ORDER BY Population DESC LIMIT 1,False,SUCCESS
world_1,hinglish_hindi_heavy,Kisko sabse zyada shabaahon ne boliya hai vo kya hai?,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,SELECT Name FROM city ORDER BY Population DESC LIMIT 1,False,SUCCESS
scientist_1,hinglish_light,What is the name of the project with the most hours?,SELECT name FROM projects ORDER BY hours DESC LIMIT 1,SELECT T2.Name FROM AssignedTo AS T1 INNER JOIN Projects AS T2 ON T1.Project = T2.Code ORDER BY T1.Hours DESC LIMIT 1,False,no such column: T1.Hours
scientist_1,hinglish_natural,"Project ka name jo sabse zyada hours hai, woh kya hai?",SELECT name FROM projects ORDER BY hours DESC LIMIT 1,SELECT Name FROM Projects ORDER BY Hours DESC LIMIT 1,True,CLEAN
scientist_1,hinglish_hindi_heavy,"Kya project ka name jo sabse zyada hours dete hai, wo hain?",SELECT name FROM projects ORDER BY hours DESC LIMIT 1,SELECT T2.Name FROM AssignedTo AS T1 JOIN Projects AS T2 ON T1.Project = T2.Code GROUP BY T2.Code ORDER BY SUM(T1.Hours) DESC LIMIT 1,False,no such column: T1.Hours
movie_1,hinglish_light,What are the names of all the films jo rating star 3 se 5 tak hai?,SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID  =  T2.mID WHERE T1.stars BETWEEN 3 AND 5,SELECT T1.title FROM Movie AS T1 INNER JOIN Rating AS T2 ON T1.mID = T2.mID WHERE T2.stars BETWEEN 3 AND 5,True,CLEAN
movie_1,hinglish_natural,Kya sabse rating 3 se 5 tak hain un filmon ka name kya hai?,SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID  =  T2.mID WHERE T1.stars BETWEEN 3 AND 5,SELECT T1.title FROM Movie AS T1 INNER JOIN Rating AS T2 ON T1.mID = T2.mID WHERE T2.stars BETWEEN 3 AND 5,True,CLEAN
movie_1,hinglish_hindi_heavy,Kyi kya films ki rating 3 se 5 tak hain unki names kyun nahi dikha rahi hain?,SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID  =  T2.mID WHERE T1.stars BETWEEN 3 AND 5,SELECT T1.title FROM Movie AS T1 INNER JOIN Rating AS T2 ON T1.mID = T2.mID WHERE T2.stars BETWEEN 3 AND 5 AND T1.title NOT IN (SELECT title FROM Movie WHERE mID IN (SELECT mID FROM Rating WHERE stars < 3)),False,SUCCESS
device,hinglish_light,What is the shop name corresponding to the shop jo recent sataya mein open hua hai?,SELECT Shop_Name FROM shop ORDER BY Open_Year DESC LIMIT 1,SELECT Shop_Name FROM shop WHERE Open_Date LIKE '2023%' ORDER BY Open_Date DESC LIMIT 1,False,SUCCESS
device,hinglish_natural,Shop ka naam kya hai jo recent sataye mein open hua tha?,SELECT Shop_Name FROM shop ORDER BY Open_Year DESC LIMIT 1,SELECT shop_name FROM shop WHERE open_date = ( SELECT max(open_date) FROM shop ),False,SUCCESS
device,hinglish_hindi_heavy,kya shop ka naam hai jo recent sataye mein open hua tha?,SELECT Shop_Name FROM shop ORDER BY Open_Year DESC LIMIT 1,SELECT Shop_Name FROM shop WHERE Open_Date = ( SELECT MAX(Open_Date) FROM shop ),False,SUCCESS
workshop_paper,hinglish_light,List the authors of submissions in ascending order of scores.,SELECT Author FROM submission ORDER BY Scores ASC,SELECT Author FROM submission ORDER BY Scores ASC,True,CLEAN
workshop_paper,hinglish_natural,Submissions ka authors list ascending order mein scores ke according.,SELECT Author FROM submission ORDER BY Scores ASC,SELECT Author FROM submission ORDER BY Scores ASC,True,CLEAN
workshop_paper,hinglish_hindi_heavy,submissions ka authors list ascending order mein scores ke according.,SELECT Author FROM submission ORDER BY Scores ASC,SELECT Author FROM submission ORDER BY Scores ASC,True,CLEAN
department_store,hinglish_light,Find the average price of all product clothes.,SELECT avg(product_price) FROM products WHERE product_type_code  =  'Clothes,SELECT AVG(product_price) FROM Products WHERE product_type_code = 'clothes',False,SUCCESS
department_store,hinglish_natural,Sab product clothes ka average price dikhaye.,SELECT avg(product_price) FROM products WHERE product_type_code  =  'Clothes,SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Sab',False,SUCCESS
department_store,hinglish_hindi_heavy,Sab product clothes ki average price dekhiye.,SELECT avg(product_price) FROM products WHERE product_type_code  =  'Clothes,SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Sab',False,SUCCESS
perpetrator,hinglish_light,What is the total kills of the perpetrators with height more than 1.84,SELECT sum(T2.Killed) FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Height  >  1.84,SELECT SUM(Killed) FROM perpetrator WHERE Height > 1.84,False,no such column: Height
perpetrator,hinglish_natural,"Kya perpetrators ki jinke stature 1.84 se zyada hai, neeche kitni marne ki talli thi?",SELECT sum(T2.Killed) FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Height  >  1.84,SELECT COUNT(*) FROM perpetrator WHERE Height > 1.84,False,no such column: Height
perpetrator,hinglish_hindi_heavy,Kya total kills hain jo perpetrators hain aur height 1.84 se zyada hai?,SELECT sum(T2.Killed) FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Height  >  1.84,SELECT SUM(Killed) FROM perpetrator WHERE Height > 1.84,False,no such column: Height
dorm_1,hinglish_light,What are the names of the facilities jo Smith Hall pe hai?,SELECT T3.amenity_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T1.dorm_name  =  'Smith Hall,SELECT T2.amenity_name FROM Has_amenity AS T1 INNER JOIN Dorm_amenity AS T2 ON T1.amenid = T2.amenid WHERE T1.dormid IN (SELECT dormid FROM Lives_in WHERE stuid = (SELECT StuID FROM Student WHERE LName = 'Smith' AND Fname = 'Jo')),False,SUCCESS
dorm_1,hinglish_natural,Smith Hall mein kisne kya facilities deti hai unki names kya hain?,SELECT T3.amenity_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T1.dorm_name  =  'Smith Hall,SELECT T2.amenity_name FROM dorm AS T1 INNER JOIN has_amenity AS T2 ON T1.dormid = T2.dormid WHERE T1.dorm_name = 'Smith Hall',False,no such column: T2.amenity_name
dorm_1,hinglish_hindi_heavy,kyunki Smith Hall mei kya facilities hain unke names kya hain?,SELECT T3.amenity_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T1.dorm_name  =  'Smith Hall,SELECT T2.amenity_name FROM dorm AS T1 INNER JOIN has_amenity AS T2 ON T1.dormid = T2.dormid WHERE T1.dorm_name = 'Smith Hall',False,no such column: T2.amenity_name
e_learning,hinglish_light,Find the number of distinct students enrolled in courses.,SELECT count(DISTINCT student_id) FROM Student_Course_Enrolment,SELECT COUNT(DISTINCT student_id) FROM Student_Course_Enrolment,True,CLEAN
e_learning,hinglish_natural,Courses mein enrolled hain students ki bich mei distinct kitni jaagah hain pta chalao.,SELECT count(DISTINCT student_id) FROM Student_Course_Enrolment,SELECT COUNT(DISTINCT student_id) FROM Student_Course_Enrolment,True,CLEAN
e_learning,hinglish_hindi_heavy,Courses mein enrolled hain students ki jaise distinct ekta ka prakar find karo.,SELECT count(DISTINCT student_id) FROM Student_Course_Enrolment,SELECT DISTINCT student_id FROM Student_Course_Enrolment,False,SUCCESS
music_1,hinglish_light,What country is the artist who made the fewest songs from?,SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name GROUP BY T2.artist_name ORDER BY count(*) LIMIT 1,SELECT country FROM artist ORDER BY COUNT(*) ASC LIMIT 1,False,misuse of aggregate: COUNT()
music_1,hinglish_natural,Kya desh mein woh sahi artist jo peeche se kam gaane create kiya?,SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name GROUP BY T2.artist_name ORDER BY count(*) LIMIT 1,SELECT DISTINCT T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name = T2.artist_name WHERE T2.rating > 0 AND T2.rating < 11,False,SUCCESS
music_1,hinglish_hindi_heavy,kya desh mein artist jo peeche se kam song create kiya?,SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name GROUP BY T2.artist_name ORDER BY count(*) LIMIT 1,SELECT T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name = T2.artist_name WHERE T2.duration > 30,False,no such column: T2.duration
flight_4,hinglish_light,How many routes end in a Canadian airport?,SELECT count(*) FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid WHERE country  =  'Canada,SELECT COUNT(*) FROM routes WHERE dst_apid IN (SELECT apid FROM airports WHERE country = 'Canada'),False,SUCCESS
flight_4,hinglish_natural,Kya kitne rootein Kanada ka airport pe end karte hain?,SELECT count(*) FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid WHERE country  =  'Canada,SELECT COUNT(*) FROM routes WHERE dst_ap = 'CAN',False,SUCCESS
flight_4,hinglish_hindi_heavy,Kyun kuch rootein Kanada ka airport pe end karte hain?,SELECT count(*) FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid WHERE country  =  'Canada,SELECT DISTINCT T1.dst_ap FROM routes AS T1 INNER JOIN airports AS T2 ON T1.dst_apid = T2.apid WHERE T2.country = 'Canada',False,SUCCESS
store_1,hinglish_light,How many milliseconds chhota hain,"SELECT milliseconds FROM tracks WHERE name = ""Fast As a Shark"";",SELECT milliseconds FROM tracks WHERE milliseconds < 500,False,SUCCESS
store_1,hinglish_natural,Fast As a Shark kitni millisecond kee chhota hain,"SELECT milliseconds FROM tracks WHERE name = ""Fast As a Shark"";",SELECT MIN(milliseconds) FROM tracks WHERE name = 'Fast As A Shark',False,SUCCESS
store_1,hinglish_hindi_heavy,Fast As a Shark ka length kitne millisecond mein hota hai,"SELECT milliseconds FROM tracks WHERE name = ""Fast As a Shark"";",SELECT milliseconds FROM tracks WHERE name = 'Fast As a Shark',True,CLEAN
student_transcripts_tracking,hinglish_light,Which address ke andar accha student ka count hai?,"SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1",SELECT COUNT(*) FROM Addresses AS T1 INNER JOIN Students AS T2 ON T1.address_id = T2.current_address_id WHERE T2.first_name LIKE 'K' OR T2.last_name LIKE 'K',False,SUCCESS
student_transcripts_tracking,hinglish_natural,Acchi address ki id aur sabhi lines de do.,"SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT address_id, line_1, line_2, line_3, city, zip_postcode, state_province_county, country, other_address_details FROM Addresses WHERE line_1 LIKE 'Acchi'",False,SUCCESS
student_transcripts_tracking,hinglish_hindi_heavy,"Acchi address ke andar jo student bhi jyada hain, unki id aur sabhi lines dene do.","SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT student_id, line_1, line_2, line_3, city, zip_postcode, state_province_county, country, other_address_details FROM Addresses WHERE student_id IN (SELECT student_id FROM Students GROUP BY student_id HAVING COUNT(*) > 1)",False,no such column: student_id
customers_and_addresses,hinglish_light,Return the channel code aur contact number jo customer ki contact channel ka active duration zyada tha.,"SELECT channel_code ,  contact_number FROM customer_contact_channels WHERE active_to_date - active_from_date  =  (SELECT active_to_date - active_from_date FROM customer_contact_channels ORDER BY (active_to_date - active_from_date) DESC LIMIT 1)","SELECT channel_code, contact_number",False,no such column: channel_code
customers_and_addresses,hinglish_natural,"Channel code aur contact number do, jiske customer ki contact channel ka active duration zyada tha.","SELECT channel_code ,  contact_number FROM customer_contact_channels WHERE active_to_date - active_from_date  =  (SELECT active_to_date - active_from_date FROM customer_contact_channels ORDER BY (active_to_date - active_from_date) DESC LIMIT 1)","SELECT T1.channel_code, T1.contact_number",False,no such column: T1.channel_code
customers_and_addresses,hinglish_hindi_heavy,Return channel code aur contact number jo customer ki contact channel ka active duration zyada tha.,"SELECT channel_code ,  contact_number FROM customer_contact_channels WHERE active_to_date - active_from_date  =  (SELECT active_to_date - active_from_date FROM customer_contact_channels ORDER BY (active_to_date - active_from_date) DESC LIMIT 1)","SELECT channel_code, contact_number FROM Customer_Contact_Channels WHERE active_to_date IS NULL ORDER BY DATEDIFF(active_to_date, active_from_date) DESC LIMIT 1",False,no such function: DATEDIFF
college_2,hinglish_light,Find the total budžets of the Marketing yaar ki dhaarmik jamaat ho ya Finance ki dhaarmik jamaat,SELECT sum(budget) FROM department WHERE dept_name  =  'Marketing' OR dept_name  =  'Finance,"SELECT SUM(budget) FROM department WHERE dept_name IN ('Marketing', 'Finance')",False,SUCCESS
college_2,hinglish_natural,Marketing yaar ki dhaarmik jamaat yaar Finance ki dhaarmik jamaat ka total budžet pta karo,SELECT sum(budget) FROM department WHERE dept_name  =  'Marketing' OR dept_name  =  'Finance,"SELECT SUM(budget) FROM department WHERE dept_name IN ('Marketing', 'Finance')",False,SUCCESS
college_2,hinglish_hindi_heavy,Find the total budžets of the Marketing yaar ki dhaarmik jamaat ho ya Finance ki dhaarmik jamaat kaana,SELECT sum(budget) FROM department WHERE dept_name  =  'Marketing' OR dept_name  =  'Finance,SELECT SUM(budget),False,no such column: budget
e_learning,hinglish_light,What are the addresses of the course authors who teach either 'operating system' or 'data structure' course.,"SELECT T1.address_line_1 FROM Course_Authors_and_Tutors AS T1 JOIN Courses AS T2 ON T1.author_id  =  T2.author_id WHERE T2.course_name  =  ""operating system"" OR T2.course_name  =  ""data structure","SELECT T1.address_line_1 FROM Course_Authors_and_Tutors AS T1 INNER JOIN Courses AS T2 ON T1.author_id = T2.author_id WHERE T2.course_name IN ('operating system', 'data structure')",False,SUCCESS
e_learning,hinglish_natural,Kya course authors ke addresses hain jo ya operating system ya data structure ka course teach karte hain?,"SELECT T1.address_line_1 FROM Course_Authors_and_Tutors AS T1 JOIN Courses AS T2 ON T1.author_id  =  T2.author_id WHERE T2.course_name  =  ""operating system"" OR T2.course_name  =  ""data structure","SELECT T1.address_line_1 FROM Course_Authors_and_Tutors AS T1 INNER JOIN Courses AS T2 ON T1.author_id = T2.author_id WHERE T2.course_name IN ('Operating System', 'Data Structure')",False,SUCCESS
e_learning,hinglish_hindi_heavy,Kyaa course authors ki addresses hain jo ya 'operating system' ya 'data structure' ka course teach karte hain?,"SELECT T1.address_line_1 FROM Course_Authors_and_Tutors AS T1 JOIN Courses AS T2 ON T1.author_id  =  T2.author_id WHERE T2.course_name  =  ""operating system"" OR T2.course_name  =  ""data structure",SELECT T1.address_line_1 FROM Course_Authors_and_Tutors AS T1 INNER JOIN Courses AS T2 ON T1.author_id = T2.author_id WHERE T2.course_name LIKE '%operating system%' OR T2.course_name LIKE '%data structure%',False,SUCCESS
behavior_monitoring,hinglish_light,List all cities of addresses in alphabetical order.,SELECT city FROM Addresses ORDER BY city,SELECT city FROM Addresses ORDER BY city ASC,True,CLEAN
behavior_monitoring,hinglish_natural,Address ka sara city list karo abhi zyada alphabet se chota tarah.,SELECT city FROM Addresses ORDER BY city,SELECT DISTINCT city FROM Addresses ORDER BY city LIMIT 10,False,SUCCESS
behavior_monitoring,hinglish_hindi_heavy,Address ki sabhi city ko alphabet se chota tarah list kar lo.,SELECT city FROM Addresses ORDER BY city,SELECT DISTINCT city FROM addresses ORDER BY city ASC,True,CLEAN
flight_2,hinglish_light,What are airlines jo flights airport 'AHD' pe aane wale hain?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD",SELECT DISTINCT T1.Airline FROM flights AS T1 INNER JOIN airports AS T2 ON T1.SourceAirport = T2.AirportCode WHERE T2.City = 'AHD',False,SUCCESS
flight_2,hinglish_natural,"Airlines jo flights airport 'AHD' pe aane wale hain, kya hain?","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD",SELECT DISTINCT T1.Airline FROM airlines AS T1 INNER JOIN flights AS T2 ON T1.uid = T2.Airline INNER JOIN airports AS T3 ON T2.SourceAirport = T3.AirportCode WHERE T3.City = 'AHD',False,SUCCESS
flight_2,hinglish_hindi_heavy,Kya hain airlines jinmein flights airport 'AHD' pe aane wale hain?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD",SELECT DISTINCT T1.Airline FROM flights AS T1 INNER JOIN airports AS T2 ON T1.SourceAirport = T2.AirportCode WHERE T2.AirportCode = 'AHD',False,SUCCESS
culture_company,hinglish_light,Which directors ne 1999 ya 2000 mei movie da ki thay?,SELECT director FROM movie WHERE YEAR  =  1999 OR YEAR  =  2000,SELECT Director FROM movie WHERE YEAR BETWEEN 1999 AND 2000,True,CLEAN
culture_company,hinglish_natural,1999 ya 2000 mei kis director ke movie tha?,SELECT director FROM movie WHERE YEAR  =  1999 OR YEAR  =  2000,SELECT Director FROM movie WHERE YEAR BETWEEN 1999 AND 2000,True,CLEAN
culture_company,hinglish_hindi_heavy,kis director ne 1999 ya 2000 mei movie da ki thi?,SELECT director FROM movie WHERE YEAR  =  1999 OR YEAR  =  2000,SELECT Director FROM movie WHERE YEAR BETWEEN 1999 AND 2000,True,CLEAN
department_store,hinglish_light,What are the ids of suppliers jaise h jo 50000 se zyada ya 30000 se chota ka prakar ka purchased average karte h?,SELECT supplier_id FROM Product_Suppliers GROUP BY supplier_id HAVING avg(total_amount_purchased)  >  50000 OR avg(total_amount_purchased)  <  30000,SELECT supplier_id FROM Product_Suppliers WHERE total_amount_purchased > 50000 OR total_amount_purchased < 30000 GROUP BY supplier_id,False,SUCCESS
department_store,hinglish_natural,Kya aapne suppliers ke ids leke pucha hain jo purchased average 50000 se zyada ya 30000 se chota hain?,SELECT supplier_id FROM Product_Suppliers GROUP BY supplier_id HAVING avg(total_amount_purchased)  >  50000 OR avg(total_amount_purchased)  <  30000,SELECT supplier_id FROM Product_Suppliers WHERE total_amount_purchased > 50000 OR total_amount_purchased < 30000,False,SUCCESS
department_store,hinglish_hindi_heavy,Kyaa aapki jaan lii hai jo kaam kar rahi hain suppliers ki ids jaise h jo purchased average 50000 se j,SELECT supplier_id FROM Product_Suppliers GROUP BY supplier_id HAVING avg(total_amount_purchased)  >  50000 OR avg(total_amount_purchased)  <  30000,SELECT supplier_id FROM Product_Suppliers WHERE total_value_purchased > 50000 GROUP BY supplier_id,False,SUCCESS
phone_1,hinglish_light,Find the name of the company jo phone models ki sabse chota number hai. Company ka naam aur usme produce kiye gaye phone model ka number likho.,"SELECT Company_name ,  count(*) FROM phone GROUP BY Company_name ORDER BY count(*) ASC LIMIT 1;","SELECT T1.Company_name, COUNT(T2.Hardware_Model_name) AS Phone_count",False,no such column: T1.Company_name
phone_1,hinglish_natural,Phone models ki sabse chota number ka company find karo. Company ka naam aur usme produce kiye gaye phone model ka number de.,"SELECT Company_name ,  count(*) FROM phone GROUP BY Company_name ORDER BY count(*) ASC LIMIT 1;","SELECT T1.Company_name, COUNT(T2.Hardware_Model_name) AS Number_of_phones",False,no such column: T1.Company_name
phone_1,hinglish_hindi_heavy,Find the name of the company jo phone models ki sabse chota number hai. Company ka naam aur usme produce kiye gaye phone model ka number de.,"SELECT Company_name ,  count(*) FROM phone GROUP BY Company_name ORDER BY count(*) ASC LIMIT 1;","SELECT T1.Company_name, COUNT(T2.Hardware_Model_name) AS Phone_count",False,no such column: T1.Company_name
flight_4,hinglish_light,"What is the number of airports per country, ordered from most to least?","SELECT count(*) ,  country FROM airports GROUP BY country ORDER BY count(*) DESC","SELECT COUNT(*) AS num_airports, country FROM airports GROUP BY country ORDER BY num_airports DESC",True,CLEAN
flight_4,hinglish_natural,"Kya har deske mein kisi sath airport ka number, jaise jo zyada hain usse pahle sort kiya hai, hai?","SELECT count(*) ,  country FROM airports GROUP BY country ORDER BY count(*) DESC",SELECT COUNT(*) AS num_airports FROM airports ORDER BY count(*) DESC,False,SUCCESS
flight_4,hinglish_hindi_heavy,"Kyaa har deskii mein kitni airport hain, jaise hi zyada hain unhe pahle sort kiya hai?","SELECT count(*) ,  country FROM airports GROUP BY country ORDER BY count(*) DESC",SELECT count(*) FROM airports ORDER BY name ASC LIMIT 10,False,SUCCESS
flight_2,hinglish_light,What r flight numbers of United Airlines?,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines",SELECT FlightNo FROM flights WHERE Airline = 'United Airlines',False,SUCCESS
flight_2,hinglish_natural,Flight numbers kya hain United Airlines ka?,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines",SELECT DISTINCT FlightNo FROM flights WHERE Airline = 'United Airlines',False,SUCCESS
flight_2,hinglish_hindi_heavy,Kya United Airlines ka flights numbers hain?,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines",SELECT DISTINCT FlightNo FROM flights WHERE Airline = 'Kya United Airlines',False,SUCCESS
products_gen_characteristics,hinglish_light,What is the name of the product with the color description 'yellow'?,SELECT T1.product_name FROM products AS T1 JOIN ref_colors AS T2 ON T1.color_code  =  T2.color_code WHERE T2.color_description  =  'yellow,SELECT T1.product_name FROM Products AS T1 INNER JOIN Ref_Colors AS T2 ON T1.color_code = T2.color_code WHERE T2.color_description = 'yellow',False,SUCCESS
products_gen_characteristics,hinglish_natural,Yellow color ka product ka naam kya hai?,SELECT T1.product_name FROM products AS T1 JOIN ref_colors AS T2 ON T1.color_code  =  T2.color_code WHERE T2.color_description  =  'yellow,SELECT T3.product_name FROM Ref_Colors AS T1 INNER JOIN Products AS T2 ON T1.color_code = T2.color_code INNER JOIN Product_Characteristics AS T3 ON T2.product_id = T3.product_id WHERE T1.color_description = 'Yellow',False,no such column: T3.product_name
products_gen_characteristics,hinglish_hindi_heavy,Kya ye yellow color ka product hain? name kya hai?,SELECT T1.product_name FROM products AS T1 JOIN ref_colors AS T2 ON T1.color_code  =  T2.color_code WHERE T2.color_description  =  'yellow,SELECT T1.product_name FROM Products AS T1 INNER JOIN Ref_Colors AS T2 ON T1.color_code = T2.color_code WHERE T2.color_description = 'Yellow',False,SUCCESS
local_govt_mdm,hinglish_light,what are the details of the CMI masters ke jo cross reference code 'Tax' hai?,SELECT T1.cmi_details FROM Customer_Master_Index AS T1 JOIN CMI_Cross_References AS T2 ON T1.master_customer_id  =  T2.master_customer_id WHERE T2.source_system_code  =  'Tax,SELECT cmi_details FROM customer_master_index WHERE master_customer_id IN (SELECT master_customer_id FROM cmi_cross_references WHERE source_system_code = 'Tax'),False,SUCCESS
local_govt_mdm,hinglish_natural,CMI masters ke details kya hain jo cross reference code 'Tax' ka hai?,SELECT T1.cmi_details FROM Customer_Master_Index AS T1 JOIN CMI_Cross_References AS T2 ON T1.master_customer_id  =  T2.master_customer_id WHERE T2.source_system_code  =  'Tax,SELECT cmi_details FROM Customer_Master_Index WHERE master_customer_id IN (SELECT master_customer_id FROM CMI_Cross_References WHERE source_system_code = 'Tax'),False,SUCCESS
local_govt_mdm,hinglish_hindi_heavy,kya CMI masters ke details hain jo cross reference code 'Tax' hai?,SELECT T1.cmi_details FROM Customer_Master_Index AS T1 JOIN CMI_Cross_References AS T2 ON T1.master_customer_id  =  T2.master_customer_id WHERE T2.source_system_code  =  'Tax,SELECT cmi_details FROM customer_master_index WHERE master_customer_id IN (SELECT master_customer_id FROM cmi_cross_references WHERE source_system_code = 'Tax'),False,SUCCESS
college_2,hinglish_light,What is the title of the course with डिफरेंशियल जैमेट्री as a prerequisite?,SELECT title FROM course WHERE course_id IN (SELECT T1.course_id FROM prereq AS T1 JOIN course AS T2 ON T1.prereq_id  =  T2.course_id WHERE T2.title  =  'Differential Geometry'),SELECT T1.title FROM course AS T1 INNER JOIN prereq AS T2 ON T1.course_id = T2.course_id WHERE T2.prereq_id = (SELECT course_id FROM course WHERE title = 'डिफरेंशियल जैमेट्री'),False,SUCCESS
college_2,hinglish_natural,कोर्स का उपाधि नाम क्या है जिसका पूर्वज्ञान डिफरेंशियल जैमेट्री है?,SELECT title FROM course WHERE course_id IN (SELECT T1.course_id FROM prereq AS T1 JOIN course AS T2 ON T1.prereq_id  =  T2.course_id WHERE T2.title  =  'Differential Geometry'),SELECT title FROM course WHERE dept_name = 'Computer Science' AND credits = 3,False,SUCCESS
college_2,hinglish_hindi_heavy,क्या कोर्स का उपाधि न,SELECT title FROM course WHERE course_id IN (SELECT T1.course_id FROM prereq AS T1 JOIN course AS T2 ON T1.prereq_id  =  T2.course_id WHERE T2.title  =  'Differential Geometry'),SELECT DISTINCT course_id FROM section,False,SUCCESS
customer_complaints,hinglish_light,What is the average price of the products for each category?,"SELECT avg(product_price) ,  product_category_code FROM products GROUP BY product_category_code","SELECT product_category_code, AVG(product_price) as avg_price",False,no such column: product_category_code
customer_complaints,hinglish_natural,Kya har kategori mein products ki average price kya hai?,"SELECT avg(product_price) ,  product_category_code FROM products GROUP BY product_category_code","SELECT product_category_code ,  AVG(product_price) FROM Products GROUP BY product_category_code",False,SUCCESS
customer_complaints,hinglish_hindi_heavy,Kya har kategori mein products ki average price toh?,"SELECT avg(product_price) ,  product_category_code FROM products GROUP BY product_category_code","SELECT product_category_code ,  AVG(product_price) FROM Products GROUP BY product_category_code",False,SUCCESS
gymnast,hinglish_light,Count the number of gymnasts.,SELECT count(*) FROM gymnast,SELECT count(*) FROM gymnast,True,CLEAN
